TCS,name,lat,lon,PHASE,PHASE_STATUS,PHASE_STATUS_TEXT
137,MOUNT PLEASANT RD & DAVISVILLE AVE,43.70031199633542,-79.3869729976405,6,10.0,End Yellow Clearance
137,MOUNT PLEASANT RD & DAVISVILLE AVE,43.70031199633542,-79.3869729976405,9,10.0,End Yellow Clearance
442,O CONNOR DR & PAPE AVE,43.69324099560233,-79.35029099707103,1,10.0,End Yellow Clearance
26,ADELAIDE ST E & VICTORIA ST,43.65066899637987,-79.37724499665399,5,8.0,Green Termination
26,ADELAIDE ST E & VICTORIA ST,43.65066899637987,-79.37724499665399,5,9.0,Begin Yellow Clearance
26,ADELAIDE ST E & VICTORIA ST,43.65066899637987,-79.37724499665399,5,9.0,Begin Yellow Clearance
273,SPADINA AVE & KING ST W,43.64547000300134,-79.39504599634373,1,8.0,Green Termination
273,SPADINA AVE & KING ST W,43.64547000300134,-79.39504599634373,1,9.0,Begin Yellow Clearance
273,SPADINA AVE & KING ST W,43.64547000300134,-79.39504599634373,5,8.0,Green Termination
273,SPADINA AVE & KING ST W,43.64547000300134,-79.39504599634373,5,9.0,Begin Yellow Clearance
933,JANE ST & YORKWOODS GT,43.75073599788694,-79.51607799696686,4,10.0,End Yellow Clearance
933,JANE ST & YORKWOODS GT,43.75073599788694,-79.51607799696686,8,10.0,End Yellow Clearance
243,LAKE SHORE BLVD W & BROW DR,43.59168599667902,-79.54382100472654,4,2.0,Begin Green
243,LAKE SHORE BLVD W & BROW DR,43.59168599667902,-79.54382100472654,8,2.0,Begin Green
764,KIPLING AVE & HORNER AVE,43.607200996779675,-79.52075099763171,4,10.0,End Yellow Clearance
764,KIPLING AVE & HORNER AVE,43.607200996779675,-79.52075099763171,8,10.0,End Yellow Clearance
683,MILLWOOD RD & MCRAE DR,43.704783996724245,-79.36812900487519,4,10.0,End Yellow Clearance
683,MILLWOOD RD & MCRAE DR,43.704783996724245,-79.36812900487519,4,10.0,End Yellow Clearance
683,MILLWOOD RD & MCRAE DR,43.704783996724245,-79.36812900487519,8,10.0,End Yellow Clearance
683,MILLWOOD RD & MCRAE DR,43.704783996724245,-79.36812900487519,8,10.0,End Yellow Clearance
684,MILLWOOD RD & SUTHERLAND DR,43.70357399903214,-79.36438899562827,4,10.0,End Yellow Clearance
684,MILLWOOD RD & SUTHERLAND DR,43.70357399903214,-79.36438899562827,8,10.0,End Yellow Clearance
517,VICTORIA PARK AVE & ELLESMERE RD,43.75786899998372,-79.31524500097107,2,2.0,Begin Green
517,VICTORIA PARK AVE & ELLESMERE RD,43.75786899998372,-79.31524500097107,2,2.0,Begin Green
624,DON MILLS RD & THE DONWAY E,43.74084300068914,-79.34445700069907,2,2.0,Begin Green
624,DON MILLS RD & THE DONWAY E,43.74084300068914,-79.34445700069907,2,2.0,Begin Green
624,DON MILLS RD & THE DONWAY E,43.74084300068914,-79.34445700069907,6,2.0,Begin Green
624,DON MILLS RD & THE DONWAY E,43.74084300068914,-79.34445700069907,6,2.0,Begin Green
401,LAWRENCE AVE E & THE DONWAY W,43.736507002179536,-79.34654599399197,2,2.0,Begin Green
401,LAWRENCE AVE E & THE DONWAY W,43.736507002179536,-79.34654599399197,6,2.0,Begin Green
401,LAWRENCE AVE E & THE DONWAY W,43.736507002179536,-79.34654599399197,8,9.0,Begin Yellow Clearance
911,THE QUEENSWAY & THE EAST MALL,43.61641900429032,-79.54628700423605,2,10.0,End Yellow Clearance
911,THE QUEENSWAY & THE EAST MALL,43.61641900429032,-79.54628700423605,6,10.0,End Yellow Clearance
237,LAKE SHORE BLVD W & KIPLING AVE,43.5981979995018,-79.51694999863516,4,2.0,Begin Green
237,LAKE SHORE BLVD W & KIPLING AVE,43.5981979995018,-79.51694999863516,4,2.0,Begin Green
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,2,10.0,End Yellow Clearance
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,6,10.0,End Yellow Clearance
633,KEELE ST & GRANDRAVINE DR,43.75202299554907,-79.4881730042854,4,2.0,Begin Green
422,LAWRENCE AVE W & LEDBURY ST,43.72081999899488,-79.42247600156534,4,8.0,Green Termination
422,LAWRENCE AVE W & LEDBURY ST,43.72081999899488,-79.42247600156534,4,9.0,Begin Yellow Clearance
422,LAWRENCE AVE W & LEDBURY ST,43.72081999899488,-79.42247600156534,4,9.0,Begin Yellow Clearance
422,LAWRENCE AVE W & LEDBURY ST,43.72081999899488,-79.42247600156534,8,8.0,Green Termination
422,LAWRENCE AVE W & LEDBURY ST,43.72081999899488,-79.42247600156534,8,9.0,Begin Yellow Clearance
422,LAWRENCE AVE W & LEDBURY ST,43.72081999899488,-79.42247600156534,8,9.0,Begin Yellow Clearance
940,MCCOWAN RD & CONSILIUM PL,43.77958800235477,-79.2542180043278,4,8.0,Green Termination
940,MCCOWAN RD & CONSILIUM PL,43.77958800235477,-79.2542180043278,4,9.0,Begin Yellow Clearance
940,MCCOWAN RD & CONSILIUM PL,43.77958800235477,-79.2542180043278,8,8.0,Green Termination
940,MCCOWAN RD & CONSILIUM PL,43.77958800235477,-79.2542180043278,8,9.0,Begin Yellow Clearance
746,SHEPPARD AVE E & FAIRVIEW MALL DR,43.77621399697339,-79.34116899631732,5,10.0,End Yellow Clearance
747,SHEPPARD AVE E & 404 N SHEPPARD AVE RAMP,43.77583200375355,-79.3377519995262,5,10.0,End Yellow Clearance
580,WESTON RD & DENISON RD E,43.696237001104286,-79.50819899660706,4,2.0,Begin Green
580,WESTON RD & DENISON RD E,43.696237001104286,-79.50819899660706,8,2.0,Begin Green
957,MARKHAM RD & TUXEDO CRT,43.779544001000424,-79.23297899882184,1,10.0,End Yellow Clearance
957,MARKHAM RD & TUXEDO CRT,43.779544001000424,-79.23297899882184,1,10.0,End Yellow Clearance
953,DIXON RD & ATTWELL DR,43.687948000948246,-79.58682300507454,3,2.0,Begin Green
360,CLONMORE DR & HOLLIS AVE,43.692871001325074,-79.27303800031335,2,10.0,End Yellow Clearance
360,CLONMORE DR & HOLLIS AVE,43.692871001325074,-79.27303800031335,6,10.0,End Yellow Clearance
878,MARKHAM RD & PROGRESS AVE,43.78174599804576,-79.2338900025899,2,2.0,Begin Green
878,MARKHAM RD & PROGRESS AVE,43.78174599804576,-79.2338900025899,2,2.0,Begin Green
795,WESTON RD & GAYDON AVE,43.72037599634986,-79.53750099439836,4,2.0,Begin Green
795,WESTON RD & GAYDON AVE,43.72037599634986,-79.53750099439836,4,2.0,Begin Green
795,WESTON RD & GAYDON AVE,43.72037599634986,-79.53750099439836,8,2.0,Begin Green
795,WESTON RD & GAYDON AVE,43.72037599634986,-79.53750099439836,8,2.0,Begin Green
249,PARLIAMENT ST & GERRARD ST E,43.66194999621967,-79.36703500450264,4,8.0,Green Termination
249,PARLIAMENT ST & GERRARD ST E,43.66194999621967,-79.36703500450264,4,9.0,Begin Yellow Clearance
249,PARLIAMENT ST & GERRARD ST E,43.66194999621967,-79.36703500450264,4,9.0,Begin Yellow Clearance
249,PARLIAMENT ST & GERRARD ST E,43.66194999621967,-79.36703500450264,8,8.0,Green Termination
249,PARLIAMENT ST & GERRARD ST E,43.66194999621967,-79.36703500450264,8,9.0,Begin Yellow Clearance
249,PARLIAMENT ST & GERRARD ST E,43.66194999621967,-79.36703500450264,8,9.0,Begin Yellow Clearance
191,EGLINTON AVE E & BELLAMY RD N,43.74026000200821,-79.23205300353908,4,2.0,Begin Green
191,EGLINTON AVE E & BELLAMY RD N,43.74026000200821,-79.23205300353908,8,2.0,Begin Green
134,MOUNT PLEASANT RD & ST CLAIR AVE E,43.69037199974231,-79.38332799991409,5,10.0,End Yellow Clearance
134,MOUNT PLEASANT RD & ST CLAIR AVE E,43.69037199974231,-79.38332799991409,5,10.0,End Yellow Clearance
486,ST CLAIR AVE W & WINONA DR,43.68027599979152,-79.43250299924335,2,9.0,Begin Yellow Clearance
486,ST CLAIR AVE W & WINONA DR,43.68027599979152,-79.43250299924335,4,9.0,Begin Yellow Clearance
486,ST CLAIR AVE W & WINONA DR,43.68027599979152,-79.43250299924335,6,9.0,Begin Yellow Clearance
486,ST CLAIR AVE W & WINONA DR,43.68027599979152,-79.43250299924335,8,9.0,Begin Yellow Clearance
463,EGLINTON AVE E & MARKHAM RD,43.74318200189265,-79.21891300096995,4,2.0,Begin Green
463,EGLINTON AVE E & MARKHAM RD,43.74318200189265,-79.21891300096995,4,2.0,Begin Green
463,EGLINTON AVE E & MARKHAM RD,43.74318200189265,-79.21891300096995,8,2.0,Begin Green
463,EGLINTON AVE E & MARKHAM RD,43.74318200189265,-79.21891300096995,8,2.0,Begin Green
938,SHEPPARD AVE E & MCCOWAN RD,43.78961999854529,-79.25883799652674,4,8.0,Green Termination
938,SHEPPARD AVE E & MCCOWAN RD,43.78961999854529,-79.25883799652674,4,9.0,Begin Yellow Clearance
938,SHEPPARD AVE E & MCCOWAN RD,43.78961999854529,-79.25883799652674,4,9.0,Begin Yellow Clearance
938,SHEPPARD AVE E & MCCOWAN RD,43.78961999854529,-79.25883799652674,8,8.0,Green Termination
938,SHEPPARD AVE E & MCCOWAN RD,43.78961999854529,-79.25883799652674,8,9.0,Begin Yellow Clearance
938,SHEPPARD AVE E & MCCOWAN RD,43.78961999854529,-79.25883799652674,8,9.0,Begin Yellow Clearance
830,COLLEGE ST & DOVERCOURT RD,43.653600002648844,-79.42640399940743,2,2.0,Begin Green
345,DANFORTH AVE & PAPE AVE,43.67895100120976,-79.34484200427933,8,2.0,Begin Green
345,DANFORTH AVE & PAPE AVE,43.67895100120976,-79.34484200427933,8,2.0,Begin Green
513,VICTORIA PARK AVE & BASSETT AVE,43.713778001604624,-79.29805899416058,4,8.0,Green Termination
513,VICTORIA PARK AVE & BASSETT AVE,43.713778001604624,-79.29805899416058,4,9.0,Begin Yellow Clearance
513,VICTORIA PARK AVE & BASSETT AVE,43.713778001604624,-79.29805899416058,4,9.0,Begin Yellow Clearance
513,VICTORIA PARK AVE & BASSETT AVE,43.713778001604624,-79.29805899416058,8,8.0,Green Termination
513,VICTORIA PARK AVE & BASSETT AVE,43.713778001604624,-79.29805899416058,8,9.0,Begin Yellow Clearance
513,VICTORIA PARK AVE & BASSETT AVE,43.713778001604624,-79.29805899416058,8,9.0,Begin Yellow Clearance
574,PARKSIDE DR & HOWARD PARK AVE,43.648627999891545,-79.4578040026379,4,9.0,Begin Yellow Clearance
574,PARKSIDE DR & HOWARD PARK AVE,43.648627999891545,-79.4578040026379,8,9.0,Begin Yellow Clearance
666,COXWELL AVE & COSBURN AVE,43.69413599555043,-79.32801800383872,4,10.0,End Yellow Clearance
666,COXWELL AVE & COSBURN AVE,43.69413599555043,-79.32801800383872,8,10.0,End Yellow Clearance
488,DUFFERIN ST & ST CLAIR AVE W,43.67796100116059,-79.44308099757724,4,8.0,Green Termination
488,DUFFERIN ST & ST CLAIR AVE W,43.67796100116059,-79.44308099757724,4,9.0,Begin Yellow Clearance
488,DUFFERIN ST & ST CLAIR AVE W,43.67796100116059,-79.44308099757724,4,9.0,Begin Yellow Clearance
488,DUFFERIN ST & ST CLAIR AVE W,43.67796100116059,-79.44308099757724,8,8.0,Green Termination
488,DUFFERIN ST & ST CLAIR AVE W,43.67796100116059,-79.44308099757724,8,9.0,Begin Yellow Clearance
488,DUFFERIN ST & ST CLAIR AVE W,43.67796100116059,-79.44308099757724,8,9.0,Begin Yellow Clearance
829,COLLEGE ST & OSSINGTON AVE,43.65439999619167,-79.42270499663722,2,2.0,Begin Green
829,COLLEGE ST & OSSINGTON AVE,43.65439999619167,-79.42270499663722,4,2.0,Begin Green
829,COLLEGE ST & OSSINGTON AVE,43.65439999619167,-79.42270499663722,6,2.0,Begin Green
829,COLLEGE ST & OSSINGTON AVE,43.65439999619167,-79.42270499663722,8,2.0,Begin Green
591,KEELE ST & BEECHBOROUGH AVE,43.694355997299034,-79.47481900362932,2,10.0,End Yellow Clearance
591,KEELE ST & BEECHBOROUGH AVE,43.694355997299034,-79.47481900362932,6,10.0,End Yellow Clearance
81,UNIVERSITY AVE & DUNDAS ST W,43.654789997134145,-79.38831400215183,4,8.0,Green Termination
81,UNIVERSITY AVE & DUNDAS ST W,43.654789997134145,-79.38831400215183,4,9.0,Begin Yellow Clearance
81,UNIVERSITY AVE & DUNDAS ST W,43.654789997134145,-79.38831400215183,4,9.0,Begin Yellow Clearance
81,UNIVERSITY AVE & DUNDAS ST W,43.654789997134145,-79.38831400215183,8,8.0,Green Termination
81,UNIVERSITY AVE & DUNDAS ST W,43.654789997134145,-79.38831400215183,8,9.0,Begin Yellow Clearance
81,UNIVERSITY AVE & DUNDAS ST W,43.654789997134145,-79.38831400215183,8,9.0,Begin Yellow Clearance
108,AVENUE RD & DAVENPORT RD,43.674724004454006,-79.39660499630713,4,8.0,Green Termination
108,AVENUE RD & DAVENPORT RD,43.674724004454006,-79.39660499630713,4,9.0,Begin Yellow Clearance
108,AVENUE RD & DAVENPORT RD,43.674724004454006,-79.39660499630713,4,9.0,Begin Yellow Clearance
108,AVENUE RD & DAVENPORT RD,43.674724004454006,-79.39660499630713,10,8.0,Green Termination
108,AVENUE RD & DAVENPORT RD,43.674724004454006,-79.39660499630713,10,9.0,Begin Yellow Clearance
841,DUPONT ST & CHRISTIE ST,43.671622001970555,-79.42154399719946,4,9.0,Begin Yellow Clearance
841,DUPONT ST & CHRISTIE ST,43.671622001970555,-79.42154399719946,8,2.0,Begin Green
841,DUPONT ST & CHRISTIE ST,43.671622001970555,-79.42154399719946,10,2.0,Begin Green
908,ISLINGTON AVE & JUTLAND RD,43.628943998662905,-79.51698599799985,4,10.0,End Yellow Clearance
908,ISLINGTON AVE & JUTLAND RD,43.628943998662905,-79.51698599799985,8,10.0,End Yellow Clearance
999,FINCH AVE E & ALAMOSA DR,43.78914899560677,-79.37328699498201,2,10.0,End Yellow Clearance
999,FINCH AVE E & ALAMOSA DR,43.78914899560677,-79.37328699498201,6,10.0,End Yellow Clearance
628,DON MILLS RD & VAN HORNE AVE,43.78734499893517,-79.3530289956332,4,2.0,Begin Green
628,DON MILLS RD & VAN HORNE AVE,43.78734499893517,-79.3530289956332,8,2.0,Begin Green
625,DON MILLS RD & THE DONWAY E,43.73222200230202,-79.34211000277391,2,2.0,Begin Green
625,DON MILLS RD & THE DONWAY E,43.73222200230202,-79.34211000277391,6,2.0,Begin Green
173,AVENUE RD & EDMUND AVE,43.68254300104395,-79.39980299767787,4,8.0,Green Termination
173,AVENUE RD & EDMUND AVE,43.68254300104395,-79.39980299767787,4,9.0,Begin Yellow Clearance
173,AVENUE RD & EDMUND AVE,43.68254300104395,-79.39980299767787,4,9.0,Begin Yellow Clearance
173,AVENUE RD & EDMUND AVE,43.68254300104395,-79.39980299767787,8,8.0,Green Termination
173,AVENUE RD & EDMUND AVE,43.68254300104395,-79.39980299767787,8,9.0,Begin Yellow Clearance
173,AVENUE RD & EDMUND AVE,43.68254300104395,-79.39980299767787,8,9.0,Begin Yellow Clearance
233,LAKE SHORE BLVD W & ROYAL YORK RD,43.60365099856544,-79.49316500450661,4,10.0,End Yellow Clearance
233,LAKE SHORE BLVD W & ROYAL YORK RD,43.60365099856544,-79.49316500450661,8,10.0,End Yellow Clearance
262,BLOOR ST E & SHERBOURNE ST,43.67235800420083,-79.37685400219162,4,8.0,Green Termination
262,BLOOR ST E & SHERBOURNE ST,43.67235800420083,-79.37685400219162,4,9.0,Begin Yellow Clearance
262,BLOOR ST E & SHERBOURNE ST,43.67235800420083,-79.37685400219162,4,9.0,Begin Yellow Clearance
262,BLOOR ST E & SHERBOURNE ST,43.67235800420083,-79.37685400219162,8,8.0,Green Termination
262,BLOOR ST E & SHERBOURNE ST,43.67235800420083,-79.37685400219162,8,9.0,Begin Yellow Clearance
262,BLOOR ST E & SHERBOURNE ST,43.67235800420083,-79.37685400219162,8,9.0,Begin Yellow Clearance
385,DAVENPORT RD & CHRISTIE ST,43.67556099893931,-79.42309300095566,2,10.0,End Yellow Clearance
385,DAVENPORT RD & CHRISTIE ST,43.67556099893931,-79.42309300095566,4,9.0,Begin Yellow Clearance
385,DAVENPORT RD & CHRISTIE ST,43.67556099893931,-79.42309300095566,6,10.0,End Yellow Clearance
385,DAVENPORT RD & CHRISTIE ST,43.67556099893931,-79.42309300095566,8,9.0,Begin Yellow Clearance
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,2,8.0,Green Termination
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,2,9.0,Begin Yellow Clearance
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,2,9.0,Begin Yellow Clearance
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,2,9.0,Begin Yellow Clearance
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,6,8.0,Green Termination
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,6,9.0,Begin Yellow Clearance
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,6,9.0,Begin Yellow Clearance
432,LAWRENCE AVE W & SCARLETT RD,43.69817499613181,-79.52329399421724,6,9.0,Begin Yellow Clearance
532,WILSON AVE & JANE ST,43.72091500202629,-79.50863399382168,7,10.0,End Yellow Clearance
708,ISLINGTON AVE & THE KINGSWAY,43.66838000222778,-79.5338569959372,4,2.0,Begin Green
708,ISLINGTON AVE & THE KINGSWAY,43.66838000222778,-79.5338569959372,8,2.0,Begin Green
717,ISLINGTON AVE & ALBION RD,43.73723599656295,-79.56530499456332,5,2.0,Begin Green
780,LAWRENCE AVE W & THE WESTWAY,43.69616100177487,-79.53273799661004,3,2.0,Begin Green
468,EGLINTON AVE W & WESTON RD,43.6869929977948,-79.48953200447714,4,10.0,End Yellow Clearance
468,EGLINTON AVE W & WESTON RD,43.6869929977948,-79.48953200447714,8,10.0,End Yellow Clearance
105,DUFFERIN ST & EGLINTON AVE W,43.69569100332257,-79.4502780013068,4,9.0,Begin Yellow Clearance
94,EGLINTON AVE W & DUPLEX AVE,43.706350997480826,-79.40028199547251,2,9.0,Begin Yellow Clearance
94,EGLINTON AVE W & DUPLEX AVE,43.706350997480826,-79.40028199547251,6,9.0,Begin Yellow Clearance
793,BLOOR ST W & THE WEST MALL,43.635625002979666,-79.56231799595565,2,2.0,Begin Green
793,BLOOR ST W & THE WEST MALL,43.635625002979666,-79.56231799595565,2,2.0,Begin Green
793,BLOOR ST W & THE WEST MALL,43.635625002979666,-79.56231799595565,6,2.0,Begin Green
793,BLOOR ST W & THE WEST MALL,43.635625002979666,-79.56231799595565,6,2.0,Begin Green
64,BAY ST & QUEEN ST W,43.65189300019116,-79.38171800562122,2,10.0,End Yellow Clearance
64,BAY ST & QUEEN ST W,43.65189300019116,-79.38171800562122,6,10.0,End Yellow Clearance
795,WESTON RD & GAYDON AVE,43.72037599634986,-79.53750099439836,4,10.0,End Yellow Clearance
795,WESTON RD & GAYDON AVE,43.72037599634986,-79.53750099439836,8,10.0,End Yellow Clearance
530,JANE ST & MAPLE LEAF DR,43.709244997259916,-79.5055659982582,2,2.0,Begin Green
530,JANE ST & MAPLE LEAF DR,43.709244997259916,-79.5055659982582,4,9.0,Begin Yellow Clearance
530,JANE ST & MAPLE LEAF DR,43.709244997259916,-79.5055659982582,6,2.0,Begin Green
530,JANE ST & MAPLE LEAF DR,43.709244997259916,-79.5055659982582,8,2.0,Begin Green
727,KIPLING AVE & RATHBURN RD,43.659858003082654,-79.54322500156832,2,2.0,Begin Green
727,KIPLING AVE & RATHBURN RD,43.659858003082654,-79.54322500156832,2,2.0,Begin Green
727,KIPLING AVE & RATHBURN RD,43.659858003082654,-79.54322500156832,6,2.0,Begin Green
727,KIPLING AVE & RATHBURN RD,43.659858003082654,-79.54322500156832,6,2.0,Begin Green
277,SPADINA AVE & DUNDAS ST W,43.65294400449905,-79.3980490041488,4,2.0,Begin Green
277,SPADINA AVE & DUNDAS ST W,43.65294400449905,-79.3980490041488,8,2.0,Begin Green
630,WILSON AVE & WILSON HEIGHTS BLVD,43.734583998629105,-79.4472769977858,1,9.0,Begin Yellow Clearance
723,ALBION RD & ELMHURST DR,43.725095997185356,-79.55056500545858,5,10.0,End Yellow Clearance
770,DWIGHT AVE & BIRMINGHAM ST,43.60485599552839,-79.4990060016926,2,2.0,Begin Green
770,DWIGHT AVE & BIRMINGHAM ST,43.60485599552839,-79.4990060016926,6,2.0,Begin Green
791,ALBION RD & MARTIN GROVE RD,43.74192399604734,-79.5942100026002,3,10.0,End Yellow Clearance
378,DANFORTH RD & BRIMLEY RD,43.73517300381058,-79.24738400100458,4,10.0,End Yellow Clearance
378,DANFORTH RD & BRIMLEY RD,43.73517300381058,-79.24738400100458,8,10.0,End Yellow Clearance
59,BAY ST & FRONT ST W,43.645986996674765,-79.37913399618985,7,10.0,End Yellow Clearance
715,ISLINGTON AVE & BERGAMOT AVE,43.71694699918932,-79.55598300173916,1,9.0,Begin Yellow Clearance
326,BLOOR ST W & LANSDOWNE AVE,43.658338002912245,-79.44273400154185,2,2.0,Begin Green
326,BLOOR ST W & LANSDOWNE AVE,43.658338002912245,-79.44273400154185,2,2.0,Begin Green
326,BLOOR ST W & LANSDOWNE AVE,43.658338002912245,-79.44273400154185,6,2.0,Begin Green
326,BLOOR ST W & LANSDOWNE AVE,43.658338002912245,-79.44273400154185,6,2.0,Begin Green
843,DOVERCOURT RD & DUPONT ST,43.669702001122864,-79.4327599958462,4,8.0,Green Termination
843,DOVERCOURT RD & DUPONT ST,43.669702001122864,-79.4327599958462,4,9.0,Begin Yellow Clearance
843,DOVERCOURT RD & DUPONT ST,43.669702001122864,-79.4327599958462,4,9.0,Begin Yellow Clearance
843,DOVERCOURT RD & DUPONT ST,43.669702001122864,-79.4327599958462,8,8.0,Green Termination
843,DOVERCOURT RD & DUPONT ST,43.669702001122864,-79.4327599958462,8,9.0,Begin Yellow Clearance
843,DOVERCOURT RD & DUPONT ST,43.669702001122864,-79.4327599958462,8,9.0,Begin Yellow Clearance
622,REXDALE BLVD & QUEENS PLATE DR,43.71915600048548,-79.60345900418648,7,8.0,Green Termination
622,REXDALE BLVD & QUEENS PLATE DR,43.71915600048548,-79.60345900418648,7,9.0,Begin Yellow Clearance
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,4,2.0,Begin Green
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,8,2.0,Begin Green
391,OLD WESTON RD & DAVENPORT RD,43.671019997419116,-79.46232899413215,2,2.0,Begin Green
391,OLD WESTON RD & DAVENPORT RD,43.671019997419116,-79.46232899413215,6,2.0,Begin Green
529,JANE ST & TRETHEWEY DR,43.69759299934859,-79.5023790019841,1,9.0,Begin Yellow Clearance
725,KIPLING AVE & NORSEMAN ST,43.63148299612877,-79.5310689942604,2,10.0,End Yellow Clearance
725,KIPLING AVE & NORSEMAN ST,43.63148299612877,-79.5310689942604,6,10.0,End Yellow Clearance
694,WARDEN AVE & ELLESMERE RD,43.76119300353126,-79.30075100302867,7,9.0,Begin Yellow Clearance
356,DANFORTH AVE & PHARMACY AVE,43.69232999560851,-79.2833779990601,5,9.0,Begin Yellow Clearance
392,ST CLAIR AVE E & DANFORTH RD,43.71684600275387,-79.25992000470927,5,2.0,Begin Green
886,BIRCHMOUNT RD & BERTRAND AVE,43.73523999570281,-79.27987000052553,2,10.0,End Yellow Clearance
886,BIRCHMOUNT RD & BERTRAND AVE,43.73523999570281,-79.27987000052553,6,10.0,End Yellow Clearance
901,ELLESMERE RD & NEILSON RD,43.78260100118822,-79.20497499858479,5,2.0,Begin Green
248,DUNDAS ST E & PARLIAMENT ST,43.65944099601606,-79.36601599859476,4,2.0,Begin Green
248,DUNDAS ST E & PARLIAMENT ST,43.65944099601606,-79.36601599859476,8,2.0,Begin Green
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,2,9.0,Begin Yellow Clearance
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,6,9.0,Begin Yellow Clearance
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,9,2.0,Begin Green
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,9,2.0,Begin Green
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,11,2.0,Begin Green
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,11,2.0,Begin Green
19,QUEEN ST E & CHURCH ST,43.65316800144887,-79.37577300476386,4,2.0,Begin Green
19,QUEEN ST E & CHURCH ST,43.65316800144887,-79.37577300476386,8,2.0,Begin Green
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,4,8.0,Green Termination
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,4,9.0,Begin Yellow Clearance
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,4,9.0,Begin Yellow Clearance
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,8,8.0,Green Termination
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,8,9.0,Begin Yellow Clearance
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,8,9.0,Begin Yellow Clearance
909,YONGE ST & GOULD ST,43.65741499598873,-79.38136899910101,4,2.0,Begin Green
909,YONGE ST & GOULD ST,43.65741499598873,-79.38136899910101,8,2.0,Begin Green
819,EASTERN AVE & CARLAW AVE,43.658402000402596,-79.33895999744506,2,2.0,Begin Green
819,EASTERN AVE & CARLAW AVE,43.658402000402596,-79.33895999744506,2,2.0,Begin Green
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,2,8.0,Green Termination
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,2,9.0,Begin Yellow Clearance
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,2,9.0,Begin Yellow Clearance
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,2,9.0,Begin Yellow Clearance
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,6,8.0,Green Termination
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,6,9.0,Begin Yellow Clearance
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,6,9.0,Begin Yellow Clearance
505,BATHURST ST & AVA RD,43.69794500396786,-79.4243409979221,6,9.0,Begin Yellow Clearance
138,MOUNT PLEASANT RD & MANOR RD E,43.704292004319306,-79.38857099603246,8,10.0,End Yellow Clearance
478,ST CLAIR AVE W & RUSSELL HILL RD,43.685347997350256,-79.40790400454422,5,8.0,Green Termination
478,ST CLAIR AVE W & RUSSELL HILL RD,43.685347997350256,-79.40790400454422,5,9.0,Begin Yellow Clearance
852,SPADINA RD & LONSDALE RD,43.68866899622526,-79.41266899819786,2,2.0,Begin Green
852,SPADINA RD & LONSDALE RD,43.68866899622526,-79.41266899819786,6,2.0,Begin Green
47,YONGE ST & CHAPLIN CRES,43.69830099913367,-79.39664199463374,4,2.0,Begin Green
47,YONGE ST & CHAPLIN CRES,43.69830099913367,-79.39664199463374,8,2.0,Begin Green
48,YONGE ST & MANOR RD,43.70251199963758,-79.39750499510848,4,2.0,Begin Green
48,YONGE ST & MANOR RD,43.70251199963758,-79.39750499510848,8,2.0,Begin Green
281,BLOOR ST W & SPADINA AVE,43.66665699919829,-79.40386999437887,4,9.0,Begin Yellow Clearance
281,BLOOR ST W & SPADINA AVE,43.66665699919829,-79.40386999437887,4,9.0,Begin Yellow Clearance
281,BLOOR ST W & SPADINA AVE,43.66665699919829,-79.40386999437887,8,8.0,Green Termination
281,BLOOR ST W & SPADINA AVE,43.66665699919829,-79.40386999437887,8,9.0,Begin Yellow Clearance
